event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features,norm_attendance,norm_spend,norm_rank,norm_local_rank,collaborative_score
6mgydpe3yqp2zjjxr4,chic spring,sourced from predicthqcom,expos,Asia/Shanghai,121.306102,31.190706,Shang Hai Shi,"121.306102,31.190706",CN,120000.0,92,100.0,15306350.0,,Shanghai,0,66,chic spring sourced from predicthqcom expos Shanghai,0.030787191543127927,0.12070818984907739,0.199999999998,0.0,0.07852733357167438
75x3jecuvwd9283su9,coachella valley music and arts festival  weekend 2,sourced from predicthqcom  the coachella valley music and arts festival is an annual music and arts festival held at the empire polo club in indio california in the coachella valley in the colorado desert it was cofounded by paul tollett and rick van santen in 1999 and is organized by goldenvoice a subsidiary of aeg presents,festivals,America/Los_Angeles,"[[-116.2404206, 33.6851144], [-116.2403992, 33.6793828], [-116.2361613, 33.6793381], [-116.2362364, 33.6850965], [-116.2404206, 33.6851144]]",0,California,"-116.23830271119776,33.68222685812418",US,125000.0,92,100.0,9896448.0,"Empire Polo Club,Coachella Valley Music and Arts Festival",Los Angeles,1,41,coachella valley music and arts festival  weekend 2 sourced from predicthqcom  the coachella valley music and arts festival is an annual music and arts festival held at the empire polo club in indio california in the coachella valley in the colorado desert it was cofounded by paul tollett and rick van santen in 1999 and is organized by goldenvoice a subsidiary of aeg presents festivals Los Angeles,0.03694462985175351,0.06693673479895175,0.199999999998,0.0,0.06485887238008693
7femtdjcpq6sgpuvd4,indian premier league 2025 ipl  punjab kings vs gujarat titans,sourced from predicthqcom,sports,Asia/Kolkata,72.5975112,23.0917101,Gujarat,"72.5975112,23.0917101",IN,132000.0,92,100.0,3161998.0,Narendra Modi Stadium,Ahmedabad,2,1,indian premier league 2025 ipl  punjab kings vs gujarat titans sourced from predicthqcom sports Ahmedabad,0.04556504348382933,0.0,0.199999999998,0.0,0.048226017393231735
7nxampxncsm9piqnog,formula 1 2025  chinese grand prix 2025  race,sourced from predicthqcom,sports,Asia/Shanghai,121.221638,31.33949900000001,Shang Hai Shi,"121.221638,31.33949900000001",CN,130000.0,92,100.0,7476879.0,"Gabriel Bortoleto,Carlos Sainz Jr.,Lance Stroll,Lando Norris,Alexander Albon,Lewis Hamilton,Esteban Ocon,Oliver Bearman,Yuki Tsunoda,Liam Lawson,Andrea Kimi Antonelli,Isack Hadjar,Oscar Piastri,Max Verstappen,Pierre Gasly,Fernando Alonso,Nico Hulkenberg,Charles Leclerc,George Russell,Jack Doohan,Shanghai International Circuit",Shanghai,2,66,formula 1 2025  chinese grand prix 2025  race sourced from predicthqcom sports Shanghai,0.04310206816037909,0.042887547637303076,0.199999999998,0.0,0.060107091555042555
7zenygvjbk8fb7bdma,beijing international natural gas technology  equipment exhibition,sourced from predicthqcom,expos,Asia/Shanghai,116.549281,40.071208,Bei Jing Shi,"116.549281,40.071208",CN,123000.0,92,100.0,19339492.0,"China International Exhibition Center Shunyi,Beijing International Natural Gas Technology & Equipment Exhibition",Beijing,0,8,beijing international natural gas technology  equipment exhibition sourced from predicthqcom expos Beijing,0.03448165452830328,0.16079540654242486,0.199999999998,0.0,0.09203128377374876
7msjffyzwtnlvpscgu,motogp 2025  grand prix of the americas  practice 1,sourced from predicthqcom,sports,America/Chicago,-97.63585109999997,30.1345808,Texas,"-97.63585109999997,30.1345808",US,120000.0,92,100.0,11134829.0,"Francesco Bagnaia,Pedro Acosta,Ai Ogura,Augusto Fernandez,Marc Marquez,Jack Miller,Maverick Vinales,Marco Bezzecchi,Fabio Quartararo,Luca Marini,Brad Binder,Enea Bastianini,Somkiat Chantra,Fermin Aldeguer,Franco Morbidelli,Lorenzo Savadori,Joan Mir,Johann Zarco,Alex Marquez,Alex Rins,Fabio Di Giannantonio,Raul Fernandez,Circuit of the Americas",Houston,2,33,motogp 2025  grand prix of the americas  practice 1 sourced from predicthqcom sports Houston,0.030787191543127927,0.07924556188610224,0.199999999998,0.0,0.06608854518278184
7shjj7yxjco3v55shn,sydney comedy festival,sourced from predicthqcom  the sydney comedy festival is sydneys biggest annual comedy event every april and may over 250 of the best comedians from australia and beyond take to stages across sydney for a massive month of comedy followed by a national showcase tour from may to december,festivals,Australia/Sydney,151.2092955,-33.8688197,New South Wales,"151.2092955,-33.8688197",AU,120000.0,92,100.0,9985171.0,Sydney Comedy Festival,Sydney,1,68,sydney comedy festival sourced from predicthqcom  the sydney comedy festival is sydneys biggest annual comedy event every april and may over 250 of the best comedians from australia and beyond take to stages across sydney for a massive month of comedy followed by a national showcase tour from may to december festivals Sydney,0.030787191543127927,0.06781859269700836,0.199999999998,0.0,0.06266045442605368
7vt7c3pl4wccok7agf,the devon horse show  country fair,sourced from predicthqcom  the devon horse show and country fair is the oldest and largest outdoor multibreed horse show in the united states and so much more the fairgrounds are filled with boutique shopping unique food an art gallery and an expansive midway featuring a ferris wheel carousel and games for children of all ages,expos,America/New_York,-75.4202228,40.0457889,Pennsylvania,"-75.4202228,40.0457889",US,125000.0,92,100.0,23417639.0,The Devon Horse Show & Country Fair,Philadelphia,0,58,the devon horse show  country fair sourced from predicthqcom  the devon horse show and country fair is the oldest and largest outdoor multibreed horse show in the united states and so much more the fairgrounds are filled with boutique shopping unique food an art gallery and an expansive midway featuring a ferris wheel carousel and games for children of all ages expos Philadelphia,0.03694462985175351,0.20132994822142472,0.199999999998,0.0,0.10517683640682882
83pc9ebif6memcfvyh,moto3 2025  grand prix of the americas 2025  race,sourced from predicthqcom,sports,America/Chicago,-97.63585109999997,30.1345808,Texas,"-97.63585109999997,30.1345808",US,120000.0,92,100.0,11134829.0,"Scott Ogden,Riccardo Rossi,Adrian Fernandez,Adrian Cruces,Cormac Buchanan,Guido Pini,Ruche Moodley,Eddie O Shea,Jakob Rosenthaler,Angel Piqueras,David Munoz,Jacob Roulstone,Luca Lunetta,Matteo Bertelle,Joel Kelso,Alvaro Carpe,David Almansa,Stefano Nepa,Nicola Fabio Carraro,Valentin Perrone,Tatchakorn Buasri,Maximo Quiles,Jose Antonio Rueda,Ryusei Yamanaka,Taiyo Furusato,Dennis Foggia,Circuit of the Americas",Houston,2,33,moto3 2025  grand prix of the americas 2025  race sourced from predicthqcom sports Houston,0.030787191543127927,0.07924556188610224,0.199999999998,0.0,0.06608854518278184
8tf8syz4xatyshshcx,formula 1 2025  chinese grand prix 2025  qualification,sourced from predicthqcom,sports,Asia/Shanghai,121.221638,31.33949900000001,Shang Hai Shi,"121.221638,31.33949900000001",CN,130000.0,92,100.0,7476879.0,"Gabriel Bortoleto,Carlos Sainz Jr.,Lance Stroll,Lando Norris,Esteban Ocon,Alexander Albon,Lewis Hamilton,Oliver Bearman,Yuki Tsunoda,Liam Lawson,Andrea Kimi Antonelli,Isack Hadjar,Oscar Piastri,Fernando Alonso,Nico Hulkenberg,Charles Leclerc,George Russell,Jack Doohan,Max Verstappen,Pierre Gasly,Shanghai International Circuit",Shanghai,2,66,formula 1 2025  chinese grand prix 2025  qualification sourced from predicthqcom sports Shanghai,0.04310206816037909,0.042887547637303076,0.199999999998,0.0,0.060107091555042555
9tchhwjdbvxksrvqan,hanover trade fair,sourced from predicthqcom  the hannover messe hanover fair is the worlds leading industrial technology trade show held annually in hannover germany established in 1947 it has evolved into a premier global platform for showcasing innovations across the entire industrial value chainfrom automation and energy systems to digital ecosystems and advanced manufacturing technologies,expos,Europe/Berlin,9.804915,52.322948,Lower Saxony,"9.804915,52.322948",DE,127000.0,92,100.0,16772576.0,Hannover Messe,Hanover,0,32,hanover trade fair sourced from predicthqcom  the hannover messe hanover fair is the worlds leading industrial technology trade show held annually in hannover germany established in 1947 it has evolved into a premier global platform for showcasing innovations across the entire industrial value chainfrom automation and energy systems to digital ecosystems and advanced manufacturing technologies expos Hanover,0.039407605175203746,0.13528167111589617,0.199999999998,0.0,0.08634754340455035
9znqfyvmqrzzfgxrhq,main street festival,sourced from predicthqcom,festivals,America/Chicago,"[[-86.8727637, 35.9254189], [-86.8704999, 35.922378], [-86.8651677, 35.9249411], [-86.8673778, 35.9280166], [-86.8727637, 35.9254189]]",0,Tennessee,"-86.86895336322951,35.925191883268965",US,120000.0,92,100.0,8340829.0,,Nashville,1,51,main street festival sourced from predicthqcom festivals Nashville,0.030787191543127927,0.05147473620200463,0.199999999998,0.0,0.05775729747755255
a8v9jxqborirzskjt7,fibo global fitness 2025,sourced from predicthqcom  fibo is the worlds leading trade show for fitness wellness and health held in cologne,expos,Europe/Berlin,6.9804047,50.9466048,Nordrhein-Westfalen,"6.9804047,50.9466048",DE,129668.0,92,100.0,18981667.0,FIBO Global Fitness,Berlin,0,11,fibo global fitness 2025 sourced from predicthqcom  fibo is the worlds leading trade show for fitness wellness and health held in cologne expos Berlin,0.04269321425668635,0.15723882254084567,0.199999999998,0.0,0.09424893246462825
ab2zsbvp29y7pf3tfa,digital marketing expo spring,sourced from predicthqcom,expos,Asia/Tokyo,139.7942416,35.62982,Tōkyō-to,"139.7942416,35.62982",JP,130000.0,92,100.0,17793904.0,"Tokyo Big Sight,Digital Marketing Expo Spring",Tokyo,0,73,digital marketing expo spring sourced from predicthqcom expos Tokyo,0.04310206816037909,0.1454331105769871,0.199999999998,0.0,0.09087076043694776
ayjxcjhk9xps4krwse,zhengzhou international beauty expo,sourced from predicthqcom  the zhengzhou international beauty expo is an illustrious event that gathers beauty enthusiasts industry professionals and leading brands under one roof showcasing the latest trends technologies and products this expo serves as a prominent platform for networking business opportunities and discovering the cuttingedge advancements in the world of beauty,expos,Asia/Shanghai,113.728787,34.769851,Henan Sheng,"113.728787,34.769851",CN,120000.0,92,100.0,12492894.0,"Zhengzhou International Convention Centre,Zhengzhou International Beauty Expo",Shanghai,0,66,zhengzhou international beauty expo sourced from predicthqcom  the zhengzhou international beauty expo is an illustrious event that gathers beauty enthusiasts industry professionals and leading brands under one roof showcasing the latest trends technologies and products this expo serves as a prominent platform for networking business opportunities and discovering the cuttingedge advancements in the world of beauty expos Shanghai,0.030787191543127927,0.09274398220917812,0.199999999998,0.0,0.0701380712797046
akbdmpsxdw3gynhabd,moto2 2025  grand prix of the americas 2025  practice 2,sourced from predicthqcom,sports,America/Chicago,-97.63585109999997,30.1345808,Texas,"-97.63585109999997,30.1345808",US,120000.0,92,100.0,11134829.0,"Darryn Binder,Joe Roberts,Albert Arenas,Marcos Ramirez,Alex Escrig,Jorge Navarro,Ayumu Sasaki,Celestino Vietti,Tony Arbolino,Ivan Ortola,Izan Guevara,Diogo Moreira,Alonso Lopez,Jake Dixon,Mario Suryo Aji,Aron Canet,Manuel Gonzalez,Zonta van Den Goorbergh,Barry Baltus,Yuki Kunii,Filip Salac,Adrian Huertas,Senna Agius,David Alonso,Collin Veijer,Deniz Oncu,Daniel Holgado,Oscar Gutierrez,Circuit of the Americas",Houston,2,33,moto2 2025  grand prix of the americas 2025  practice 2 sourced from predicthqcom sports Houston,0.030787191543127927,0.07924556188610224,0.199999999998,0.0,0.06608854518278184
apj52z5yxwkbaqyctk,indian premier league 2025 ipl  gujarat titans vs chennai super kings,sourced from predicthqcom,sports,Asia/Kolkata,72.5975112,23.0917101,Gujarat,"72.5975112,23.0917101",IN,132000.0,92,100.0,3161998.0,Narendra Modi Stadium,Ahmedabad,2,1,indian premier league 2025 ipl  gujarat titans vs chennai super kings sourced from predicthqcom sports Ahmedabad,0.04556504348382933,0.0,0.199999999998,0.0,0.048226017393231735
bcfesbxevs7jswmbrw,motorcycle grand prix of the americas,sourced from predicthqcom  the grand prix of the americas known as the red bull grand prix of the americas for sponsorship reasons is a grand prix motorcycle race and the third motogp round in the united states,sports,America/Chicago,-97.63585109999997,30.1345808,Texas,"-97.63585109999997,30.1345808",US,130000.0,92,100.0,71939765.0,"Circuit of the Americas,Motorcycle Grand Prix of The Americas",Houston,2,33,motorcycle grand prix of the americas sourced from predicthqcom  the grand prix of the americas known as the red bull grand prix of the americas for sponsorship reasons is a grand prix motorcycle race and the third motogp round in the united states sports Houston,0.04310206816037909,0.6836132348956626,0.199999999998,0.0,0.2523247977325504
blmb2vda6v3zwz8jm2,semana de la educacion,"sourced from predicthqcom  semana de la educacion education week is the meeting point that brings together students families teachers guidance counsellors heads of educational centers and education professionals in 5 days
it is the largest event for the educational world in spain offering a broad overview of this sector through its six halls and unique events aula  congreso red  interdidac postgrado y formación continua and schools day",expos,Europe/Madrid,-3.6165512000000035,40.465582,Comunidad de Madrid,"-3.6165512000000035,40.465582",ES,118996.0,92,100.0,15850746.0,"IFEMA - Feria de Madrid,Semana Educacion",Madrid,0,45,"semana de la educacion sourced from predicthqcom  semana de la educacion education week is the meeting point that brings together students families teachers guidance counsellors heads of educational centers and education professionals in 5 days
it is the largest event for the educational world in spain offering a broad overview of this sector through its six halls and unique events aula  congreso red  interdidac postgrado y formación continua and schools day expos Madrid",0.029550777930755907,0.1261191871358061,0.199999999998,0.0,0.0796560673127442
byuvcdx2mafzu56bcw,besame mucho,sourced from predicthqcom,festivals,America/Chicago,"[[-97.6468456, 30.1322923], [-97.6373077, 30.1275505], [-97.6321901, 30.1353914], [-97.625903, 30.1359481], [-97.6221478, 30.1407358], [-97.6257957, 30.142443], [-97.6342929, 30.1384533], [-97.6396144, 30.1384348], [-97.6468456, 30.1322923]]",0,,"-97.63502611347535,30.13536749860773",US,120000.0,92,100.0,9546675.0,"La Banda el Recodo,Edgar Alejandro,Aldo Trujillo,Los 2 de la S,Jasiel Nuñez,Los Inquietos del Norte,La Fiera De Ojinaga,Banda Maguey,Banda Machos,Bobby Pulido,Los Huracanes del Norte,Bronco,Tito Double P,Mar,Conjunto Primavera,Banda Los Recoditos,Mónica Naranjo,Los Rieleros del Norte,Los Enanitos Verdes,Los Tigres del Norte,Los Socios del Ritmo,Ana Bárbara,Luis Ángel ""El Flaco"",Camila,La Maquinaria Norteña,Banda Zeta,Proyecto Uno,Molotov,Moenia,Los Yaguarú,Víctimas del Doctor Cerebro,Ramón Ayala,Pepe Aguilar,La Energía Norteña,Luis R Conriquez,Kabah,Jorge Medina,Hombres G,Edén Muñoz,Banda Sinaloense MS de Sergio Lizárraga,Magneto,Carin León,Cardenales de Nuevo León,Palomazo Norteño,Duelo,Elvis Crespo,Pesado,Peso Pluma,Circuit of the Americas",Unknown,1,77,besame mucho sourced from predicthqcom festivals Unknown,0.030787191543127927,0.06346018325564327,0.199999999998,0.0,0.06135293159364415
c86by5rudthl3dwoeu,oklahoma renaissance festival,sourced from predicthqcom,festivals,America/Chicago,"[[-95.4053994, 35.7852216], [-95.405952, 35.7851193], [-95.4061585, 35.7845406], [-95.4051714, 35.7845319], [-95.4053994, 35.7852216]]",0,Oklahoma,"-95.40565593596652,35.78482452557871",US,125000.0,92,100.0,7576575.0,,Oklahoma City,1,54,oklahoma renaissance festival sourced from predicthqcom festivals Oklahoma City,0.03694462985175351,0.04387847112957287,0.199999999998,0.0,0.057941393279273265
clwppchotwvvv3pbgh,zurich classic of new orleans,sourced from predicthqcom  the zurich classic of new orleans is a professional golf tournament on the pga tour played in avondale louisiana,sports,America/Chicago,-90.1892396,29.9023695,Louisiana,"-90.1892396,29.9023695",US,120000.0,92,100.0,12482538.0,"TPC Louisiana,Zurich Classic of New Orleans",New Orleans,2,52,zurich classic of new orleans sourced from predicthqcom  the zurich classic of new orleans is a professional golf tournament on the pga tour played in avondale louisiana sports New Orleans,0.030787191543127927,0.09264104925614144,0.199999999998,0.0,0.07010719139379361
cv4thtn7qqudun8pdr,indian premier league 2025  gujarat titans vs chennai super kings,sourced from predicthqcom,sports,Asia/Kolkata,72.5975112,23.0917101,Gujarat,"72.5975112,23.0917101",IN,132000.0,92,100.0,3161998.0,Narendra Modi Stadium,Ahmedabad,2,1,indian premier league 2025  gujarat titans vs chennai super kings sourced from predicthqcom sports Ahmedabad,0.04556504348382933,0.0,0.199999999998,0.0,0.048226017393231735
dmgstwxsjz97hpv8nm,moto3 2025  grand prix of the americas 2025  practice 1,sourced from predicthqcom,sports,America/Chicago,-97.63585109999997,30.1345808,Texas,"-97.63585109999997,30.1345808",US,120000.0,92,100.0,11134829.0,"Scott Ogden,Riccardo Rossi,Adrian Fernandez,Adrian Cruces,Cormac Buchanan,Guido Pini,Ruche Moodley,Eddie O Shea,Jakob Rosenthaler,Angel Piqueras,David Munoz,Jacob Roulstone,Luca Lunetta,Matteo Bertelle,Joel Kelso,Alvaro Carpe,David Almansa,Stefano Nepa,Nicola Fabio Carraro,Valentin Perrone,Tatchakorn Buasri,Maximo Quiles,Jose Antonio Rueda,Ryusei Yamanaka,Taiyo Furusato,Dennis Foggia,Circuit of the Americas",Houston,2,33,moto3 2025  grand prix of the americas 2025  practice 1 sourced from predicthqcom sports Houston,0.030787191543127927,0.07924556188610224,0.199999999998,0.0,0.06608854518278184
ddkvua5kheykssj7wt,bloem show,sourced from predicthqcom,expos,Africa/Johannesburg,26.200556,-29.138884,Free State,"26.200556,-29.138884",ZA,125000.0,92,100.0,12383759.0,"Bloemfontein Showgrounds,Bloem Show",Johannesburg,0,36,bloem show sourced from predicthqcom expos Johannesburg,0.03694462985175351,0.09165924024030411,0.199999999998,0.0,0.07227562401249264
bpdkm9d9tafk9uwzmg,british motorcycle grand prix,sourced from predicthqcom  the british motorcycle grand prix is a motorcycling event that is part of the grand prix motorcycle racing season covers the motogp moto2 and moto3 events,sports,Europe/London,-1.0222627,52.0692192,England,"-1.0222627,52.0692192",GB,118000.0,91,100.0,60220772.0,"Silverstone Circuit,British Motorcycle Grand Prix",London,2,40,british motorcycle grand prix sourced from predicthqcom  the british motorcycle grand prix is a motorcycling event that is part of the grand prix motorcycle racing season covers the motogp moto2 and moto3 events sports London,0.028324216219677692,0.5671328799220906,0.099999999999,0.0,0.19646955046434825
bm7vjshxgsjxq2cbzh,ocean city springfest,sourced from predicthqcom,festivals,America/New_York,"[[-75.087844, 38.3252938], [-75.0893085, 38.3257946], [-75.0894265, 38.3255842], [-75.0863634, 38.3249319], [-75.087844, 38.3252938]]",0,Maryland,"-75.08858488670421,38.325477042798674",US,115000.0,91,100.0,9391524.0,Ocean City Season Festival,Baltimore,1,5,ocean city springfest sourced from predicthqcom festivals Baltimore,0.02462975323450234,0.06191806751630418,0.099999999999,0.0,0.04342732154854219
bmedu6s4k2syjpwy7f,intertextile shanghai home textiles  spring edition,sourced from predicthqcom,expos,Asia/Shanghai,121.306102,31.190706,Shang Hai Shi,"121.306102,31.190706",CN,109097.0,91,100.0,13915768.0,,Shanghai,0,66,intertextile shanghai home textiles  spring edition sourced from predicthqcom expos Shanghai,0.017360281567338973,0.106886568402605,0.099999999999,0.0,0.05401008314756709
cz3zecuglvgupgczno,palm beach gardens medical center art fest by the sea,sourced from predicthqcom  artfest by the sea at juno beach is an annual event presented by palm beach gardens medical center this highly anticipated event offers a oneofakind artistic experience and has been a beloved tradition for over 30 years attendees can expect over 300 artists and craft artisans from across the united states displaying a wide array of art across all mediums including sculpture jewelry woodwork paintings wearable art and much more,festivals,America/New_York,"[[-80.0570975, 26.8909205], [-80.0541363, 26.8814471], [-80.0531922, 26.8814279], [-80.0577841, 26.8963745], [-80.0589857, 26.8964893], [-80.0570975, 26.8909205]]",0,Florida,"-80.05608092233344,26.88918569958231",US,110000.0,91,100.0,8498377.0,ArtFest by the Sea,Miami,1,47,palm beach gardens medical center art fest by the sea sourced from predicthqcom  artfest by the sea at juno beach is an annual event presented by palm beach gardens medical center this highly anticipated event offers a oneofakind artistic experience and has been a beloved tradition for over 30 years attendees can expect over 300 artists and craft artisans from across the united states displaying a wide array of art across all mediums including sculpture jewelry woodwork paintings wearable art and much more festivals Miami,0.018472314925876754,0.053040676805039065,0.099999999999,0.0,0.03830112901171242
d4cajwcphumzrfw6qp,balmoral show,sourced from predicthqcom,expos,Europe/London,-6.093137,54.487227,Northern Ireland,"-6.093137,54.487227",GB,110000.0,91,100.0,26952917.0,"Eikon Exhibition Centre,Balmoral Show",Belfast,0,9,balmoral show sourced from predicthqcom expos Belfast,0.018472314925876754,0.23646867015514886,0.099999999999,0.0,0.09332952701674535
ddfqsjvkjucfwtgmsu,royal agricultural show,sourced from predicthqcom  the royal show is a vibrant expo event that showcases the best of agriculture livestock and entertainment in south africa it brings together farmers exhibitors and visitors for a memorable experience filled with thrilling rides delicious food and captivating performances,expos,Africa/Johannesburg,30.373075,-29.593308,KwaZulu-Natal,"30.373075,-29.593308",ZA,117000.0,91,100.0,12458151.0,"Royal Show Grounds,Royal Show",Durban,0,26,royal agricultural show sourced from predicthqcom  the royal show is a vibrant expo event that showcases the best of agriculture livestock and entertainment in south africa it brings together farmers exhibitors and visitors for a memorable experience filled with thrilling rides delicious food and captivating performances expos Durban,0.027092728557952573,0.0923986558681822,0.099999999999,0.0,0.05355668818348569
eqbonuutxx62phipvj,the smarter e,sourced from predicthqcom  the smarter e is the worlds leading platform for the new energy world it brings together four exhibitions that focus on renewable energy decentralization and digitalization these are intersolar europe power2drive europe empower europe and electrical energy storage ees europe exhibition  it involves showcasing products technologies and services participants can explore booths see demonstrations and engage directly with companies and innovators,expos,Europe/Berlin,11.6948489,48.135525,Bayern,"11.6948489,48.135525",DE,115000.0,91,100.0,21187328.0,"Messe München,The Smarter E",Munich,0,50,the smarter e sourced from predicthqcom  the smarter e is the worlds leading platform for the new energy world it brings together four exhibitions that focus on renewable energy decentralization and digitalization these are intersolar europe power2drive europe empower europe and electrical energy storage ees europe exhibition  it involves showcasing products technologies and services participants can explore booths see demonstrations and engage directly with companies and innovators expos Munich,0.02462975323450234,0.1791618816493684,0.099999999999,0.0,0.07860046578846144
fgsarrktncpnueebcr,equitana,sourced from predicthqcom  the equitana in essen is the worlds largest exhibition for equestrian sports for a better overview the days are divided by topics there are for example one day for ponies one for stallions for carriage horses or western horses,expos,Europe/Berlin,6.9929165,51.429161,Nordrhein-Westfalen,"6.9929165,51.429161",DE,112000.0,91,100.0,13548804.0,Equitana,Berlin,0,11,equitana sourced from predicthqcom  the equitana in essen is the worlds largest exhibition for equestrian sports for a better overview the days are divided by topics there are for example one day for ponies one for stallions for carriage horses or western horses expos Berlin,0.02093529024932699,0.1032391477596776,0.099999999999,0.0,0.05434586042748408
govekoqn4jxtn2lafv,itb berlin,sourced from predicthqcom  the itb berlin internationale tourismusbörse berlin is the worlds largest tourism trade fair the companies represented at the fair include hotels tourist boards tour operators system providers airlines and car rental companies,expos,Europe/Berlin,13.2692461,52.5007066,Berlin,"13.2692461,52.5007066",DE,113500.0,91,100.0,16926750.0,ITB Berlin,Berlin,0,11,itb berlin sourced from predicthqcom  the itb berlin internationale tourismusbörse berlin is the worlds largest tourism trade fair the companies represented at the fair include hotels tourist boards tour operators system providers airlines and car rental companies expos Berlin,0.022782521741914665,0.1368140760117516,0.099999999999,0.0,0.06515723150014134
3d7xxtmwjhjejzwses,first monday trade days  april,sourced from predicthqcom  canton first monday trade days is the largest outdoor vendor flea market in the world this popular monthly event is held thursday through sunday before the first monday of each month the event showcases 450 acres of a wide variety of vendors alongside festival foods live entertainment and more,festivals,America/Chicago,"[[-95.872128, 32.5680048], [-95.8727073, 32.5604637], [-95.8661413, 32.5571541], [-95.8664417, 32.5557162], [-95.8615386, 32.5550109], [-95.8574939, 32.5661241], [-95.8613777, 32.568475], [-95.8652615, 32.5653646], [-95.86833, 32.567824], [-95.872128, 32.5680048]]",0,Texas,"-95.86525503041241,32.56230794423957",US,100000.0,90,100.0,7471012.0,First Monday Trade Days,Houston,1,33,first monday trade days  april sourced from predicthqcom  canton first monday trade days is the largest outdoor vendor flea market in the world this popular monthly event is held thursday through sunday before the first monday of each month the event showcases 450 acres of a wide variety of vendors alongside festival foods live entertainment and more festivals Houston,0.006157438308625585,0.04282923287914681,0.0,0.0,0.015311745187194277
